Date,Drug,Actual,Forecasted,Error,Abs_Error_Pct,Upper,Lower,Period,MAPE_%
31/01/2016,A11CC05 (Vitamin D),295,295,,,,,Train,
29/02/2016,A11CC05 (Vitamin D),280,280,,,,,Train,
31/03/2016,A11CC05 (Vitamin D),220,219.4,,,,,Train,
30/04/2016,A11CC05 (Vitamin D),162,162.2,,,,,Train,
31/05/2016,A11CC05 (Vitamin D),100,100.4,,,,,Train,
30/06/2016,A11CC05 (Vitamin D),62,62,,,,,Train,
31/07/2016,A11CC05 (Vitamin D),58,58.4,,,,,Train,
31/08/2016,A11CC05 (Vitamin D),65,64.8,,,,,Train,
30/09/2016,A11CC05 (Vitamin D),110,109.6,,,,,Train,
31/10/2016,A11CC05 (Vitamin D),175,174.8,,,,,Train,
30/11/2016,A11CC05 (Vitamin D),250,250.4,,,,,Train,
31/12/2016,A11CC05 (Vitamin D),285,285,,,,,Train,
31/01/2017,A11CC05 (Vitamin D),300,300,,,,,Train,
28/02/2017,A11CC05 (Vitamin D),285,285,,,,,Train,
31/03/2017,A11CC05 (Vitamin D),224,224.4,,,,,Train,
30/04/2017,A11CC05 (Vitamin D),165,166.2,,,,,Train,
31/05/2017,A11CC05 (Vitamin D),102,103.4,,,,,Train,
30/06/2017,A11CC05 (Vitamin D),64,64,,,,,Train,
31/07/2017,A11CC05 (Vitamin D),60,60.4,,,,,Train,
31/08/2017,A11CC05 (Vitamin D),67,66.8,,,,,Train,
30/09/2017,A11CC05 (Vitamin D),112,111.6,,,,,Train,
31/10/2017,A11CC05 (Vitamin D),178,176.8,,,,,Train,
30/11/2017,A11CC05 (Vitamin D),255,253.4,,,,,Train,
31/12/2017,A11CC05 (Vitamin D),290,290,,,,,Train,
31/01/2018,A11CC05 (Vitamin D),305,305,,,,,Train,
28/02/2018,A11CC05 (Vitamin D),290,290,,,,,Train,
31/03/2018,A11CC05 (Vitamin D),228,229.4,,,,,Train,
30/04/2018,A11CC05 (Vitamin D),168,170.2,,,,,Train,
31/05/2018,A11CC05 (Vitamin D),105,106.4,,,,,Train,
30/06/2018,A11CC05 (Vitamin D),66,67,,,,,Train,
31/07/2018,A11CC05 (Vitamin D),62,62.4,,,,,Train,
31/08/2018,A11CC05 (Vitamin D),68,68.8,,,,,Train,
30/09/2018,A11CC05 (Vitamin D),114,112.6,,,,,Train,
31/10/2018,A11CC05 (Vitamin D),180,178.8,,,,,Train,
30/11/2018,A11CC05 (Vitamin D),260,255.4,,,,,Train,
31/12/2018,A11CC05 (Vitamin D),295,295,,,,,Train,
31/01/2019,A11CC05 (Vitamin D),310,310,0,0,,,Test,7.1
28/02/2019,A11CC05 (Vitamin D),294,295,-1,0.3,,,Test,7.1
31/03/2019,A11CC05 (Vitamin D),232,234.4,-2.4,1,,,Test,7.1
30/04/2019,A11CC05 (Vitamin D),170,176.6,-6.6,3.9,,,Test,7.1
31/05/2019,A11CC05 (Vitamin D),107,115,-8,7.5,,,Test,7.1
30/06/2019,A11CC05 (Vitamin D),68,77,-9,13.2,,,Test,7.1
31/07/2019,A11CC05 (Vitamin D),64,73.4,-9.4,14.7,,,Test,7.1
31/08/2019,A11CC05 (Vitamin D),70,80.2,-10.2,14.6,,,Test,7.1
30/09/2019,A11CC05 (Vitamin D),116,124.8,-8.8,7.6,,,Test,7.1
31/10/2019,A11CC05 (Vitamin D),174.6,189.6,-15,8.6,,,Test,7.1
31/01/2020,A11CC05 (Vitamin D),,250,,,252.76,247.24,Forecast,7.1
29/02/2020,A11CC05 (Vitamin D),,285,,,287.76,282.24,Forecast,7.1
31/03/2020,A11CC05 (Vitamin D),,300,,,302.76,297.24,Forecast,7.1
30/04/2020,A11CC05 (Vitamin D),,284.83,,,287.59,282.08,Forecast,7.1
31/05/2020,A11CC05 (Vitamin D),,224,,,226.76,221.24,Forecast,7.1
30/06/2020,A11CC05 (Vitamin D),,165.5,,,168.26,162.74,Forecast,7.1
31/07/2020,A11CC05 (Vitamin D),,103.67,,,106.42,100.91,Forecast,7.1
31/08/2020,A11CC05 (Vitamin D),,65.5,,,68.26,62.74,Forecast,7.1
30/09/2020,A11CC05 (Vitamin D),,61.83,,,64.59,59.08,Forecast,7.1
31/10/2020,A11CC05 (Vitamin D),,68.5,,,71.26,65.74,Forecast,7.1
30/11/2020,A11CC05 (Vitamin D),,113.33,,,116.09,110.58,Forecast,7.1
31/12/2020,A11CC05 (Vitamin D),,177.1,,,179.86,174.34,Forecast,7.1
31/01/2014,P01BA01 (Antimalarial),8,7.8,,,,,Train,
28/02/2014,P01BA01 (Antimalarial),6,6,,,,,Train,
31/03/2014,P01BA01 (Antimalarial),7,7,,,,,Train,
30/04/2014,P01BA01 (Antimalarial),8,8,,,,,Train,
31/05/2014,P01BA01 (Antimalarial),9,9,,,,,Train,
30/06/2014,P01BA01 (Antimalarial),10,10,,,,,Train,
31/07/2014,P01BA01 (Antimalarial),12,11.6,,,,,Train,
31/08/2014,P01BA01 (Antimalarial),18,107.2,,,,,Train,
30/09/2014,P01BA01 (Antimalarial),45,249.6,,,,,Train,
31/10/2014,P01BA01 (Antimalarial),380,87.8,,,,,Train,
30/11/2014,P01BA01 (Antimalarial),15,9.4,,,,,Train,
31/12/2014,P01BA01 (Antimalarial),8,7.2,,,,,Train,
31/01/2015,P01BA01 (Antimalarial),8,7.8,,,,,Train,
28/02/2015,P01BA01 (Antimalarial),6,6,,,,,Train,
31/03/2015,P01BA01 (Antimalarial),7,7,,,,,Train,
30/04/2015,P01BA01 (Antimalarial),8,8,,,,,Train,
31/05/2015,P01BA01 (Antimalarial),9,9,,,,,Train,
30/06/2015,P01BA01 (Antimalarial),10,10,,,,,Train,
31/07/2015,P01BA01 (Antimalarial),12,11.6,,,,,Train,
31/08/2015,P01BA01 (Antimalarial),40,107.2,,,,,Train,
30/09/2015,P01BA01 (Antimalarial),390,249.6,,,,,Train,
31/10/2015,P01BA01 (Antimalarial),18,87.8,,,,,Train,
30/11/2015,P01BA01 (Antimalarial),8,9.4,,,,,Train,
31/12/2015,P01BA01 (Antimalarial),7,7.2,,,,,Train,
31/01/2016,P01BA01 (Antimalarial),7,7.8,,,,,Train,
29/02/2016,P01BA01 (Antimalarial),6,6,,,,,Train,
31/03/2016,P01BA01 (Antimalarial),7,7,,,,,Train,
30/04/2016,P01BA01 (Antimalarial),8,8,,,,,Train,
31/05/2016,P01BA01 (Antimalarial),9,9,,,,,Train,
30/06/2016,P01BA01 (Antimalarial),10,10,,,,,Train,
31/07/2016,P01BA01 (Antimalarial),11,11.6,,,,,Train,
31/08/2016,P01BA01 (Antimalarial),38,107.2,,,,,Train,
30/09/2016,P01BA01 (Antimalarial),395,249.6,,,,,Train,
31/10/2016,P01BA01 (Antimalarial),16,87.8,,,,,Train,
30/11/2016,P01BA01 (Antimalarial),8,9.4,,,,,Train,
31/12/2016,P01BA01 (Antimalarial),7,7.2,,,,,Train,
31/01/2017,P01BA01 (Antimalarial),8,7.8,,,,,Train,
28/02/2017,P01BA01 (Antimalarial),6,6,,,,,Train,
31/03/2017,P01BA01 (Antimalarial),7,7,,,,,Train,
30/04/2017,P01BA01 (Antimalarial),8,8,,,,,Train,
31/05/2017,P01BA01 (Antimalarial),9,9,,,,,Train,
30/06/2017,P01BA01 (Antimalarial),10,10,,,,,Train,
31/07/2017,P01BA01 (Antimalarial),11,11.6,,,,,Train,
31/08/2017,P01BA01 (Antimalarial),35,107.2,,,,,Train,
30/09/2017,P01BA01 (Antimalarial),400,249.6,,,,,Train,
31/10/2017,P01BA01 (Antimalarial),15,87.8,,,,,Train,
30/11/2017,P01BA01 (Antimalarial),8,9.4,,,,,Train,
31/12/2017,P01BA01 (Antimalarial),7,7.2,,,,,Train,
31/01/2018,P01BA01 (Antimalarial),8,7.8,,,,,Train,
28/02/2018,P01BA01 (Antimalarial),6,6,,,,,Train,
31/03/2018,P01BA01 (Antimalarial),7,7,,,,,Train,
30/04/2018,P01BA01 (Antimalarial),8,8,,,,,Train,
31/05/2018,P01BA01 (Antimalarial),9,9,,,,,Train,
30/06/2018,P01BA01 (Antimalarial),10,10,,,,,Train,
31/07/2018,P01BA01 (Antimalarial),12,11.6,,,,,Train,
31/08/2018,P01BA01 (Antimalarial),405,107.2,,,,,Train,
30/09/2018,P01BA01 (Antimalarial),18,249.6,,,,,Train,
31/10/2018,P01BA01 (Antimalarial),10,87.8,,,,,Train,
30/11/2018,P01BA01 (Antimalarial),8,9.4,,,,,Train,
31/12/2018,P01BA01 (Antimalarial),7,7.2,,,,,Train,
31/01/2019,P01BA01 (Antimalarial),8,7.8,0.2,2.5,,,Test,154
28/02/2019,P01BA01 (Antimalarial),6,6,0,0,,,Test,154
31/03/2019,P01BA01 (Antimalarial),7,7,0,0,,,Test,154
30/04/2019,P01BA01 (Antimalarial),8,8,0,0,,,Test,154
31/05/2019,P01BA01 (Antimalarial),9,9,0,0,,,Test,154
30/06/2019,P01BA01 (Antimalarial),10,10,0,0,,,Test,154
31/07/2019,P01BA01 (Antimalarial),12,11.6,0.4,3.3,,,Test,154
31/08/2019,P01BA01 (Antimalarial),410,107.2,302.8,73.9,,,Test,154
30/09/2019,P01BA01 (Antimalarial),16,249.6,-233.6,1460,,,Test,154
31/10/2019,P01BA01 (Antimalarial),87.8,87.8,0,0,,,Test,154
31/01/2020,P01BA01 (Antimalarial),,8,,,180.08,0,Forecast,154
29/02/2020,P01BA01 (Antimalarial),,7,,,179.08,0,Forecast,154
31/03/2020,P01BA01 (Antimalarial),,8,,,180.08,0,Forecast,154
30/04/2020,P01BA01 (Antimalarial),,6,,,178.08,0,Forecast,154
31/05/2020,P01BA01 (Antimalarial),,7,,,179.08,0,Forecast,154
30/06/2020,P01BA01 (Antimalarial),,8,,,180.08,0,Forecast,154
31/07/2020,P01BA01 (Antimalarial),,9,,,181.08,0,Forecast,154
31/08/2020,P01BA01 (Antimalarial),,10,,,182.08,0,Forecast,154
30/09/2020,P01BA01 (Antimalarial),,12,,,184.08,0,Forecast,154
31/10/2020,P01BA01 (Antimalarial),,410,,,582.08,237.92,Forecast,154
30/11/2020,P01BA01 (Antimalarial),,16,,,188.08,0,Forecast,154
31/12/2020,P01BA01 (Antimalarial),,10,,,182.08,0,Forecast,154
31/01/2014,R06 (Antihistamines),48.2,28.01,,,,,Train,
28/02/2014,R06 (Antihistamines),36.2,30.95,,,,,Train,
31/03/2014,R06 (Antihistamines),85.4,73.33,,,,,Train,
30/04/2014,R06 (Antihistamines),73.7,122.29,,,,,Train,
31/05/2014,R06 (Antihistamines),123.7,147.8,,,,,Train,
30/06/2014,R06 (Antihistamines),109.3,117.29,,,,,Train,
31/07/2014,R06 (Antihistamines),69.1,92.67,,,,,Train,
31/08/2014,R06 (Antihistamines),70.8,69.37,,,,,Train,
30/09/2014,R06 (Antihistamines),58.8,59.59,,,,,Train,
31/10/2014,R06 (Antihistamines),74.5,55.83,,,,,Train,
30/11/2014,R06 (Antihistamines),45.2,35.85,,,,,Train,
31/12/2014,R06 (Antihistamines),33.4,30.81,,,,,Train,
31/01/2015,R06 (Antihistamines),42,33.63,,,,,Train,
28/02/2015,R06 (Antihistamines),47,36.57,,,,,Train,
31/03/2015,R06 (Antihistamines),54,78.95,,,,,Train,
30/04/2015,R06 (Antihistamines),112,127.91,,,,,Train,
31/05/2015,R06 (Antihistamines),159.5,153.41,,,,,Train,
30/06/2015,R06 (Antihistamines),125.8,122.91,,,,,Train,
31/07/2015,R06 (Antihistamines),130.3,98.29,,,,,Train,
31/08/2015,R06 (Antihistamines),83.7,74.99,,,,,Train,
30/09/2015,R06 (Antihistamines),71,65.21,,,,,Train,
31/10/2015,R06 (Antihistamines),72,61.45,,,,,Train,
30/11/2015,R06 (Antihistamines),44,41.47,,,,,Train,
31/12/2015,R06 (Antihistamines),41.7,36.43,,,,,Train,
31/01/2016,R06 (Antihistamines),56.5,39.24,,,,,Train,
29/02/2016,R06 (Antihistamines),58,42.18,,,,,Train,
31/03/2016,R06 (Antihistamines),97.8,84.56,,,,,Train,
30/04/2016,R06 (Antihistamines),162.4,133.52,,,,,Train,
31/05/2016,R06 (Antihistamines),137.1,159.03,,,,,Train,
30/06/2016,R06 (Antihistamines),134.8,128.52,,,,,Train,
31/07/2016,R06 (Antihistamines),116.8,103.9,,,,,Train,
31/08/2016,R06 (Antihistamines),85.3,80.6,,,,,Train,
30/09/2016,R06 (Antihistamines),69.3,70.82,,,,,Train,
31/10/2016,R06 (Antihistamines),60.9,67.06,,,,,Train,
30/11/2016,R06 (Antihistamines),51.2,47.08,,,,,Train,
31/12/2016,R06 (Antihistamines),34.9,42.04,,,,,Train,
31/01/2017,R06 (Antihistamines),0,44.85,,,,,Train,
28/02/2017,R06 (Antihistamines),30.6,47.79,,,,,Train,
31/03/2017,R06 (Antihistamines),100.1,90.17,,,,,Train,
30/04/2017,R06 (Antihistamines),122.4,139.13,,,,,Train,
31/05/2017,R06 (Antihistamines),161.8,164.64,,,,,Train,
30/06/2017,R06 (Antihistamines),151.9,134.13,,,,,Train,
31/07/2017,R06 (Antihistamines),81.1,109.51,,,,,Train,
31/08/2017,R06 (Antihistamines),60.1,86.21,,,,,Train,
30/09/2017,R06 (Antihistamines),66.9,76.43,,,,,Train,
31/10/2017,R06 (Antihistamines),51,72.67,,,,,Train,
30/11/2017,R06 (Antihistamines),46.6,52.69,,,,,Train,
31/12/2017,R06 (Antihistamines),47.1,47.65,,,,,Train,
31/01/2018,R06 (Antihistamines),49.5,50.47,,,,,Train,
28/02/2018,R06 (Antihistamines),39.1,53.41,,,,,Train,
31/03/2018,R06 (Antihistamines),85.5,95.79,,,,,Train,
30/04/2018,R06 (Antihistamines),197.1,144.75,,,,,Train,
31/05/2018,R06 (Antihistamines),213.04,170.26,,,,,Train,
30/06/2018,R06 (Antihistamines),120.8,139.75,,,,,Train,
31/07/2018,R06 (Antihistamines),122.2,115.13,,,,,Train,
31/08/2018,R06 (Antihistamines),103.1,91.83,,,,,Train,
30/09/2018,R06 (Antihistamines),88.1,82.05,,,,,Train,
31/10/2018,R06 (Antihistamines),76.9,78.29,,,,,Train,
30/11/2018,R06 (Antihistamines),48.4,58.31,,,,,Train,
31/12/2018,R06 (Antihistamines),53.1,53.27,,,,,Train,
31/01/2019,R06 (Antihistamines),41.3,56.08,-14.78,35.8,,,Test,20.3
28/02/2019,R06 (Antihistamines),69.5,59.02,10.48,15.1,,,Test,20.3
31/03/2019,R06 (Antihistamines),169.5,101.4,68.1,40.2,,,Test,20.3
30/04/2019,R06 (Antihistamines),179.1,150.36,28.74,16,,,Test,20.3
31/05/2019,R06 (Antihistamines),135.4,175.87,-40.47,29.9,,,Test,20.3
30/06/2019,R06 (Antihistamines),156,145.36,10.64,6.8,,,Test,20.3
31/07/2019,R06 (Antihistamines),105.2,120.74,-15.54,14.8,,,Test,20.3
31/08/2019,R06 (Antihistamines),97.3,97.44,-0.14,0.1,,,Test,20.3
30/09/2019,R06 (Antihistamines),109.1,87.66,21.44,19.7,,,Test,20.3
31/10/2019,R06 (Antihistamines),67.06,83.9,-16.84,25.1,,,Test,20.3
31/01/2020,R06 (Antihistamines),,65.91,,,104.41,27.4,Forecast,20.3
29/02/2020,R06 (Antihistamines),,60.87,,,99.37,22.36,Forecast,20.3
31/03/2020,R06 (Antihistamines),,61.55,,,100.05,23.04,Forecast,20.3
30/04/2020,R06 (Antihistamines),,68.7,,,107.2,30.19,Forecast,20.3
31/05/2020,R06 (Antihistamines),,120.68,,,159.19,82.18,Forecast,20.3
30/06/2020,R06 (Antihistamines),,163.08,,,201.59,124.58,Forecast,20.3
31/07/2020,R06 (Antihistamines),,177.05,,,215.56,138.55,Forecast,20.3
31/08/2020,R06 (Antihistamines),,155.06,,,193.57,116.56,Forecast,20.3
30/09/2020,R06 (Antihistamines),,126.08,,,164.59,87.58,Forecast,20.3
31/10/2020,R06 (Antihistamines),,105.35,,,143.85,66.84,Forecast,20.3
30/11/2020,R06 (Antihistamines),,99.16,,,137.67,60.66,Forecast,20.3
31/12/2020,R06 (Antihistamines),,89.02,,,127.53,50.52,Forecast,20.3
